"number","title","pageid","namespace","length","touched"
"67","Cégep_de_Sainte-Foy","65264","","8300","20220215222540"
"68","Parti_libéral_du_Québec","65492","","73605","20220828184122"
"69","Politique_au_Québec","65512","","14638","20210309032757"
"70","Président_de_l'Assemblée_nationale_du_Québec","65596","","11551","20220419075352"
"71","Assemblée_nationale_(Québec)","65692","","57012","20220814104223"
"72","Union_nationale_(Québec)","65706","","32741","20220828182726"
"73","La_Bottine_souriante","65714","","21870","20220705142445"
"74","Économie_du_Québec","65720","","42755","20220814050010"
"75","Université_du_Québec","65737","","15727","20211226165307"
"76","Les_Cowboys_fringants","65921","","48022","20220815231924"
"77","Nord-du-Québec","65948","","70990","20220419163922"
"78","Jean_Leloup","65964","","37172","20220330003204"
"79","La_Bolduc","65973","","92977","20220826074108"
"80","Laval_(Québec)","66004","","66857","20220805075944"
"81","Robert_Charlebois","66044","","35130","20220824225641"
"82","Estrie","66050","","36269","20220826225132"
"83","Oscar_Peterson","66069","","13186","20220530073803"
"84","Gilles_Archambault","66118","","14661","20220810143530"
"85","Gaspésie","66119","","57587","20220816183003"
"86","Gaspésie–Îles-de-la-Madeleine","66127","","18126","20220724020324"
"87","Geneviève_Bujold","66146","","17956","20220823152256"
"88","Roch_Carrier","66179","","9358","20220721143119"
"89","Charles_Daudelin","66239","","9596","20220501221413"
"90","Georges_Dor","66245","","10410","20220529132437"
"91","Pierre_Granche","66328","","7325","20210701091930"
"92","Anne_Hébert","66334","","28075","20220810143537"
"93","Guido_Molinari","66386","","17944","20220330003619"
"94","Edythe_Morahan_de_Lauzon","66415","","884","20211127154523"
"95","Capitale-Nationale","66440","","23774","20220328114417"
"96","Jean-Paul_Mousseau","66484","","11985","20220827064032"
"97","Louis-Joseph_de_Montcalm","66497","","37022","20220824194757"
"98","Liste_des_élections_générales_québécoises","66558","","23052","20220415125718"
"99","Fifi_D'Orsay","66611","","5440","20211102185117"
"100","Émile_Nelligan","66671","","120489","20220825094427"
"101","Jean_Paul_Riopelle","66697","","32992","20220818004158"
"102","Mordecai_Richler","66715","","16040","20220812095926"
"103","Miyuki_Tanobe","66716","","15924","20220803153328"
"104","Chronologie_de_l'histoire_du_Québec_jusqu'en_1533","66748","","2870","20160411032407"
"105","Gilles_Vigneault","66752","","89619","20220607060322"
"106","Chronologie_de_l'histoire_du_Québec_(1534_à_1607)","66757","","4621","20210523091923"
"107","Pierre_Vallières","66775","","7076","20220818125605"
"108","Chronologie_de_l'histoire_du_Québec_(1608_à_1662)","66968","","10782","20200702163439"
"109","Sucre_d'érable","66971","","2037","20220324191728"
"110","Hydro-Québec","66977","","226846","20220825091716"
"111","Chronologie_de_l'histoire_du_Québec_(1663_à_1759)","66983","","26976","20210911123422"
"112","Beau_Dommage","67311","","32690","20220330004440"
"113","Chronologie_de_l'histoire_du_Québec_(1760_à_1773)","67319","","7879","20220330160531"
"114","Chronologie_de_l'histoire_du_Québec_(1774_à_1790)","67325","","6207","20210528233638"
"115","Chronologie_de_l'histoire_du_Québec_(1791_à_1840)","67365","","22170","20220428215804"
"116","Chronologie_de_l'histoire_du_Québec_(1841_à_1866)","67424","","14115","20220706145004"
"117","Chronologie_de_l'histoire_du_Québec_(1867_à_1899)","67541","","21713","20220227143322"
"118","Chronologie_de_l'histoire_du_Québec_(1900_à_1930)","67571","","26519","20220330004755"
"119","Chronologie_de_l'histoire_du_Québec_(1931_à_1959)","67621","","36581","20220826131943"
"120","Honoré_Beaugrand","67788","","41407","20220330005006"
"121","Chronologie_de_l'histoire_du_Québec_(1960_à_1981)","67836","","18758","20210426174006"
"122","Les_Invasions_barbares","67850","","13429","20220507201025"
"123","Peter_McGill","67857","","9527","20220318041723"
"124","Chronologie_de_l'histoire_du_Québec_(1982_à_aujourd'hui)","68055","","16547","20220430210624"
"125","Louis-Honoré_Fréchette","68253","","19141","20220530073444"
"126","Sarto_Fournier","68366","","6253","20220427134843"
"127","Jean_Lajeunesse","68419","","4085","20200803110300"
"128","Rassemblement_pour_l'indépendance_nationale","68584","","34625","20220312001518"
"129","Daniel_Boone","68762","","56422","20220404121034"
"130","Antonio_Barrette","69246","","17754","20220814140831"
"131","Camillien_Houde","69446","","58218","20220816190112"
"132","Observatoire_des_Amériques","69931","","1403","20210107025557"
"133","Gérard_Bessette","69951","","14243","20210916153519"
"134","Jean_Charest","69958","","55418","20220722105729"
"135","Liste_des_émissions_de_télévision_québécoises","71496","","9833","20220827184053"
"136","Histoire_coloniale_de_l'Amérique_du_Nord","72285","","113536","20220827170707"
"137","Chicoutimi","72524","","52846","20220721021934"
"138","Guy_André","73581","","2117","20200213171550"
"139","Mont_Royal","73608","","18763","20220711221659"
"140","Histoire_du_français_québécois","73949","","24609","20220404073441"
"141","Henry_de_Puyjalon","74123","","6184","20200615182430"
"142","Liste_de_peintres_et_sculpteurs_québécois","74247","","7514","20220809163035"
"143","Liste_d'architectes_québécois","74248","","3434","20220809211341"
"144","Littérature_québécoise","74253","","45793","20220822225934"
"145","Frédéric_Back","74442","","28124","20220809163022"
"146","Organisation_de_l'aviation_civile_internationale","74971","","20313","20220720125716"
"147","Festival_des_films_du_monde_de_Montréal","75119","","11567","20220423102235"
"148","Claude_Cossette","76295","","14909","20220810150643"
"149","Université_McGill","79034","","22160","20220825131354"
"150","Université_Concordia","79332","","39401","20220424062302"
"151","Anthony_Kavanagh","79541","","23192","20220819120838"
"152","Melissa_Auf_der_Maur","80868","","7547","20220523215046"
"153","Liste_d'auteurs_québécois_par_ordre_chronologique","81230","","17337","20220823185822"
"154","Polytechnique_Montréal","81334","","25031","20220823153556"
"155","Génies_en_herbe","81576","","22883","20220427211411"
"156","Plaines_d'Abraham","81908","","15856","20220810180453"
"157","Kamouraska_(municipalité_régionale_de_comté)","81909","","41503","20220328220340"
"158","Laurentides_(région_administrative)","81976","","22600","20220219003048"
"159","Saguenay_(ville)","82149","","183509","20220730222526"
"160","Liva","82734","","5407","20210616131438"
"161","Liste_des_stations_du_métro_de_Montréal","82815","","11197","20220725090245"
"162","Liste_des_anciennes_municipalités_de_la_communauté_urbaine_de_Montréal","82902","","1651","20211209005411"
"163","Métro_de_Montréal","83129","","186798","20220825152500"
"164","Pascale_Bussières","84422","","9830","20220602044720"
"165","La_Turbulence_des_fluides","84428","","3559","20220309200335"
"166","Jeanne_Mance","84431","","33532","20220501203342"
"167","Autodesk_Softimage","84547","","10167","20220710175119"
"168","Shawinigan","84805","","43955","20220825125046"
"169","Montmagny_(Québec)","85241","","21042","20220524113407"
"170","Gilles_Duceppe","86168","","21062","20220110041100"
"171","Bloc_québécois","86172","","68506","20220124011706"
"172","Commission_Gomery","86176","","14854","20211119031021"
"173","François_Pérusse","86488","","19560","20220524205657"
"174","École_de_technologie_supérieure","86759","","8160","20220609163407"
"175","Fédération_étudiante_collégiale_du_Québec","86795","","23070","20210726205853"
"176","Bataille_des_Plaines_d'Abraham","88250","","64589","20220506202356"
"177","Réorganisation_des_municipalités_du_Québec","88453","","71061","20220817003245"
"178","Louis_Jolliet","88696","","12024","20220427035957"
"179","Organisation_des_villes_du_patrimoine_mondial","88791","","11785","20220329194652"
"180","Liste_des_bâtiments_historiques_de_Montréal","89395","","3643","20220509005748"
"181","Paul_de_Chomedey_de_Maisonneuve","89405","","20631","20220620103327"
"182","La_Tuque","90362","","27739","20220705181543"
"183","Lionel_Groulx","90606","","36696","20220530073642"
"184","Fernand_Ouellette","91129","","18143","20220607015528"
"185","Lucien_Bouchard","91296","","39967","20220806011415"
"186","Front_de_libération_du_Québec","91547","","50856","20220821054556"
"187","Édouard_Montpetit","91626","","38586","20220810174945"
"188","Roméo_Dallaire","91672","","21016","20220531161617"
"189","Canadiens_de_Montréal","91869","","234137","20220802123156"
"190","Château_Frontenac","92814","","16983","20220728102609"
"191","Citadelle_de_Québec","92824","","11370","20220806113018"
"192","Chute_Montmorency","92826","","12196","20220504013344"
"193","Trois-Rivières","92828","","88506","20220711175056"
"194","Rivière_Saint-Maurice","93001","","21789","20220523074524"
"195","Yvon_Leduc","93109","","629","20201028170257"
"196","Robert_Gravel","93110","","10026","20220203200055"
"197","Histoire_de_Montréal","93135","","71848","20220802191135"
"198","Architecture_québécoise","93173","","28933","20220608162016"
"199","Danse_québécoise","93190","","9297","20220705151634"
"200","Mauricie","93195","","17048","20220823171835"
"201","Liste_de_musées_au_Québec","93200","","10987","20220823220948"
"202","Godspeed_You!_Black_Emperor","93946","","17991","20220810061046"
"203","Exo_(réseau_de_transport)","94325","","27600","20220804103132"
"204","Chemin_du_Roy","95844","","12577","20220821150228"
"205","Acton_Vale","96609","","37749","20220730174640"
"206","Pessamit","97233","","14700","20220727131811"
"207","UZEB","99478","","12937","20220706214217"
"208","Beebe_Plain","99916","","5349","20200908142427"
"209","France_Castel","100894","","16131","20220704095203"
"210","Sophie_Clément","100901","","5623","20220721174922"
"211","Gaston_Lepage","100904","","8430","20211130145520"
"212","Saint-Éloi_(Québec)","101625","","8418","20220105031553"
"213","Transat_Québec-Saint-Malo","101637","","10294","20220705182701"
"214","Action_démocratique_du_Québec","102054","","38644","20220720190623"
"215","Mario_Dumont","102091","","18576","20220511170803"
"216","Marie_Grégoire","102099","","7278","20211209053816"
"217","Gabrielle_Roy","102131","","59518","20220816014758"
"218","François_Gaudreau","102161","","2499","20220628182005"
"219","John_Jones_Ross","103008","","8558","20211114224803"
"220","Adhémar_Raynault","104053","","12004","20220721144018"
"221","Jean_Drapeau","104057","","27122","20220530073228"
"222","Cimetière_Notre-Dame-des-Neiges","104059","","12822","20220508160802"
"223","Alphonse_Desjardins_(homme_politique)","104085","","7542","20220810145815"
"224","Joliette_(Québec)","104229","","43717","20220714132952"
"225","Le_Devoir","104280","","62885","20220629152709"
"226","Cimetière_Mont-Royal","105176","","6141","20210922140027"
"227","Basilique_Notre-Dame_de_Montréal","106962","","14834","20220815234738"
"228","Archidiocèse_de_Montréal","107143","","14098","20211115221020"
"229","Île_Sainte-Hélène_(Montréal)","107331","","8756","20220627194003"
"230","Golfe_du_Saint-Laurent","107334","","11492","20220211090810"
"231","Île_d'Anticosti","107337","","29666","20220808220043"
"232","Jalna","107459","","4606","20211128205055"
"233","Bell_Canada","107649","","27845","20220804173356"
"234","Ministère_de_l'Éducation_(Québec)","109654","","31795","20220815231126"
"235","Office_québécois_de_la_langue_française","109766","","18547","20220714145519"
"236","Thetford_Mines","109823","","53057","20220511101617"
"237","Jeff_Fillion","110007","","18388","20220820073939"
"238","Baie_James","110340","","7066","20220502024141"
"239","Nunavik","110353","","39726","20220803164441"
"240","Hubert_Aquin","111816","","39546","20220509215456"
"241","Jean_Simoneau","111921","","4707","20220330064837"
"242","Compagnie_de_la_Baie_d'Hudson","111996","","34023","20220501134130"
"243","Nérée_Beauchemin","113238","","6371","20220530072959"
"244","Baie_des_Chaleurs","113744","","9839","20220826122206"
"245","Charte_de_la_langue_française","114058","","40398","20220826191746"
"246","William_Edmond_Logan","114133","","3019","20220705185234"
"247","Conrad_Black","114453","","6764","20220427142532"
"248","Longueuil","114627","","53371","20220724163327"
"249","Nationalisme_québécois","114962","","55297","20220507142747"
"250","Paul_Berval","115681","","12777","20220810144659"
"251","Albert_Chartier","115688","","13361","20220828075422"
"252","Nicole_Brossard","115961","","51533","20220714131625"
"253","Philippe_Aubert_de_Gaspé","116458","","10469","20220614181320"
"254","Abénaquis","118113","","29670","20220719082258"
"255","Jamil_Azzaoui","119286","","2071","20220302032207"
"256","Université_Laval","119700","","96051","20220826222720"
"257","Pont_Pierre-Laporte","119780","","11085","20211110205336"
"258","Pont_de_Québec","119784","","20534","20220718224610"
"259","Québecor","120045","","18949","20220612194908"
"260","Parti_conservateur_du_Québec_(1850-1935)","120186","","14056","20220115192809"
"261","Pierre-Joseph-Olivier_Chauveau","120195","","30201","20220530074112"
"262","Sol_(personnage)","120289","","5699","20220120073304"
"263","Jean_Marcel","121075","","8804","20220707180848"
"264","Mario_Lemieux","122042","","83502","20220826120223"
"265","Pierre_Billon_(écrivain)","122658","","5419","20210115221539"
"266","Black_Lake","122672","","5158","20220330081546"
"267","Éric_Létourneau","123574","","26274","20220808124458"
"268","Jean_Lesage","123906","","31081","20220817200104"
"269","Expos_de_Montréal","125629","","76822","20220627143612"
"270","Paul_Rose","125770","","75843","20220403154201"
"271","Percé","126185","","50077","20220817000151"
"272","Quasiturbine","126423","","22172","20220713115216"
"273","Grande_Noirceur","127174","","17138","20220607211754"
"274","Sylvain_Légaré","127664","","3287","20200430171911"
"275","Rimouski","127862","","119099","20220627152746"
"276","Lac_Champlain","128036","","28469","20220715173234"
"277","Mercier_(Montréal)","128438","","7714","20210322141003"
"278","Comté_de_Shefford","128503","","2543","20210403170653"
"279","Collège_militaire_royal_de_Saint-Jean","130818","","17228","20220729154832"
"280","Parti_vert_du_Québec","131241","","40775","20220820210106"
"281","Nouveau_Parti_démocratique_du_Québec","131245","","24466","20220330092018"
"282","Chemin_de_fer_Charlevoix","132113","","10028","20210905190729"
"283","Liste_des_circonscriptions_électorales_provinciales_du_Québec","134499","","8214","20220828153023"
"284","HEC_Montréal","135422","","49012","20220424165247"
"285","Nominingue","135577","","9635","20220225081700"
"286","Lynda_Lemay","135704","","28901","20220810212708"
"287","Rosemère","138231","","16576","20220626222541"
"288","Liste_des_chefs-lieux_de_comté_du_Québec","138364","","5133","20180418114823"
"289","Youppi!","138663","","4232","20220629020851"
"290","République_du_Bas-Canada","139165","","5323","20210202224222"
"291","La_Presse_(Montréal)","139741","","31941","20220822221741"
"292","Blainville_(Québec)","139953","","25384","20220528010243"
"293","Bois-des-Filion","139957","","14301","20211022030010"
"294","Lorraine_(Québec)","139960","","14952","20220405000140"
"295","Saint-Eustache_(Québec)","140336","","18297","20220814164705"
"296","Mont-Tremblant","140354","","17878","20220416225657"
"297","Terrebonne","140502","","54912","20220719200815"
"298","Raymond_Bourque","141419","","12867","20220528200848"
"299","Centre_Bell","141914","","30301","20220819141543"
"300","Forteresse_(groupe)","142037","","7616","20220101174827"
"301","Bloc_Pot","142475","","6492","20220115190010"
"302","Alleu","142711","","36301","20220523050856"
"303","Pierre-Horace_Boivin","143043","","9127","20220613124047"
"304","Louis-Hippolyte_La_Fontaine","143054","","16672","20220220190903"
"305","CKOI-FM","143446","","10730","20220625034106"
"306","Prix_Reconnaissance_UQAM","143458","","2748","20220421062529"
"307","Cinéma_au_Québec","143906","","62934","20220722144614"
"308","Grand_Prix_automobile_du_Canada","144023","","38789","20220728094459"
"309","Grand_Prix_automobile_du_Canada_2004","144181","","6753","20220330194307"
"310","Circuit_Gilles-Villeneuve","144460","","13763","20220828164820"
"311","Grand_Prix_automobile_du_Canada_2003","144470","","5548","20220330194311"
"312","Grand_Prix_automobile_du_Canada_2002","144484","","5719","20220330194321"
"313","Grand_Prix_automobile_du_Canada_2001","144908","","6878","20220330194444"
"314","Comté_de_Hull","145031","","7078","20201121025359"
"315","Jacques_Godbout","145037","","14059","20220323201139"
"316","Collège_Jean-de-Brébeuf","145064","","15653","20220427045959"
"317","Mohamed_Cherfi","145569","","1729","20211019080245"
"318","Comté_de_Huntingdon_(Québec)","145620","","3027","20210403193821"
"319","Île_Jésus","145655","","7067","20220401062427"
"320","Collège_de_l'Assomption","146110","","17846","20220410211019"
"321","CHMP-FM","146229","","12080","20220825181555"
"322","Cantons-de-l'Est_(Québec)","146232","","7051","20220518080341"
"323","Je_me_souviens","146256","","18137","20220405072041"
"324","Acte_de_Québec","146266","","20034","20220401185625"
"325","Montebello_(Québec)","146391","","14903","20220618083621"
"326","Michel_Brault","147242","","9268","20220419011205"
"327","Municipalité_régionale_de_comté","147410","","17514","20220118214107"
"328","Liste_des_municipalités_régionales_de_comté_du_Québec","147414","","70425","20220515101743"
"329","Stadaconé","147424","","5984","20220606221245"
"330","Nouvelle-France_(film)","147890","","6883","20220506203226"
"331","Frank_J._Selke","148768","","6026","20220601155625"
"332","James_E._Norris","148770","","4356","20220531154758"
"333","Les_Chenaux","149229","","8157","20220731163636"
"334","Mékinac","149240","","8653","20220306231503"
"335","Maskinongé_(municipalité_régionale_de_comté)","149243","","9180","20210813111244"
"336","Jacques_Parizeau","149413","","59124","20220824195801"
"337","Sauveteur_secouriste_du_travail","150439","","11936","20220601200535"
"338","Bas-Canada","151363","","39509","20220213215133"
"339","Hull_(Québec)","151755","","11042","20210531112800"
"340","Denis-Benjamin_Viger","152220","","9281","20220220182217"
"341","Traité_de_Paris_(1783)","152265","","10661","20220120193632"
"342","Georges_Vanier","152303","","20132","20220721181124"
"343","Nicolet-Yamaska","152314","","9546","20220613030820"
"344","Voie_maritime_du_Saint-Laurent","152580","","18989","20220426220424"
"345","Daniel_Johnson_(père)","152956","","26736","20220815101405"
"346","Papineau_(municipalité_régionale_de_comté)","154083","","11742","20220306231818"
"347","Jean-Jacques_Bertrand","154205","","15437","20220816074407"
"348","Charles-Eugène_Boucher_de_Boucherville","154224","","11591","20220427135129"
"349","Liste_des_universités_au_Québec","154294","","11634","20220615045028"
"350","La_Prairie","155118","","22712","20220727143500"
"351","Jeffery_Amherst","155331","","12758","20220306215045"
"352","Stefie_Shock","155751","","5654","20210409135954"
"353","Bécancour","155812","","25177","20220614233652"
"354","Rivière_Richelieu","155942","","51774","20210821003201"
"355","Saint-Maurice_(Québec)","157382","","8663","20211026185321"
"356","Champlain_(Québec)","157391","","62105","20220313174526"
"357","Arrondissements_de_Montréal","158001","","13224","20220517180632"
"358","Bécancour_(municipalité_régionale_de_comté)","159265","","9402","20220306224552"
"359","Abitibi","159293","","14502","20220306223800"
"360","Abitibi-Ouest","159294","","12720","20220317172007"
"361","Acton_(municipalité_régionale_de_comté)","159298","","6422","20220306224005"
"362","Antoine-Labelle","159307","","25738","20220616163502"
"363","Argenteuil_(municipalité_régionale_de_comté)","159455","","15374","20220313174726"
"364","Les_Appalaches","159461","","8995","20220731010655"
"365","Le_Déclin_de_l'empire_américain","159617","","13178","20220702215418"
"366","La_Haute-Yamaska","159635","","7284","20220626201608"
"367","Joliette_(municipalité_régionale_de_comté)","159654","","8642","20220306225224"
"368","La_Côte-de-Gaspé","159664","","6782","20220408152728"
"369","Thérèse-De_Blainville","159670","","6257","20220306232251"
"370","La_Nouvelle-Beauce","159680","","7934","20220731011017"
"371","Le_Haut-Saint-Laurent","159686","","20952","20220618160234"
"372","Drummond_(municipalité_régionale_de_comté)","159741","","10704","20220306225156"
"373","L'Érable","159747","","7356","20220808214734"
"374","Arthabaska","159753","","8605","20220330124120"
"375","Portneuf_(municipalité_régionale_de_comté)","159760","","9629","20220628201808"
"376","Comté_de_Brome","159764","","2862","20220307141126"
"377","Les_Moulins","159777","","4668","20220503193301"
"378","Montmagny_(municipalité_régionale_de_comté)","159878","","12894","20220306231632"
"379","Rimouski-Neigette","160368","","30126","20220306232006"
"380","Le_Fjord-du-Saguenay","160373","","5757","20210621093110"
"381","Royal_22e_Régiment","160463","","91708","20220825161511"
"382","Batiscan","160902","","17372","20211118040213"
"383","Avignon_(municipalité_régionale_de_comté)","160906","","6878","20220306224352"
"384","Notre-Dame-du-Mont-Carmel","160910","","26566","20211026185337"
"385","Gorguts","160966","","13361","20220308154907"
"386","Algonquin","161420","","60115","20220312175237"
"387","Louiseville","161421","","13536","20220709130809"
"388","Algonquins","161438","","144825","20220827073903"
"389","Guy_Lafleur","161443","","43226","20220619104714"
"390","Paul_Sauvé","161880","","15563","20220815103127"
"391","Félix_Leclerc","161917","","116916","20220825185441"
"392","Le_Domaine-du-Roy","162396","","5917","20220322162016"
"393","Témiscouata","162479","","31638","20220330130422"
"394","Gouvernement_royal","162662","","4454","20211027133054"
"395","Institut_canadien_de_Montréal","162689","","26814","20211114143550"
"396","Institut_canadien_de_Québec","162690","","13013","20220330130632"
"397","Proclamation_royale_de_1763","162952","","14445","20220330130847"
"398","Musée_d'art_contemporain_de_Montréal","162962","","9914","20220416184525"
"399","Krikor_Agopian","162963","","9357","20220816145619"
"400","Démographie_linguistique_du_Québec","163239","","33923","20220818173626"
"401","Maria-Chapdelaine","163406","","7408","20220211075110"
"402","Cris","163914","","18297","20220602062059"
"403","Acte_constitutionnel","163925","","4236","20210503131102"
"404","Intendant_de_la_Nouvelle-France","164390","","6130","20210804130119"
"405","École_de_bibliothéconomie_et_des_sciences_de_l'information_de_l'université_de_Montréal","165005","","10550","20220401230617"
"406","Témiscamingue","165079","","15287","20220503184529"
"407","Jamésie","165518","","8184","20220506110855"
"408","Rouyn-Noranda","165611","","81282","20220816165223"
"409","Commerce_de_la_fourrure_en_Nouvelle-France","166190","","4144","20211210200717"
"410","Refus_global","167695","","16191","20220822145513"
"411","Michel_Barrette","167697","","5077","20220322141728"
"412","Sainte-Anne-de-la-Pérade","168119","","18319","20220123111129"
"413","Charlevoix_(municipalité_régionale_de_comté)","168223","","4825","20220701143708"
"414","Charlevoix-Est","168225","","5298","20220701143111"
"415","Grand_Prix_automobile_du_Canada_2000","168542","","6369","20220330194450"
"416","Drummondville","168548","","37346","20220709080441"
"417","Sainte-Geneviève-de-Batiscan","168555","","84267","20211205144108"
"418","Saint-Luc-de-Vincennes","168557","","5181","20211118224019"
"419","Saint-Narcisse","168558","","23029","20211026185939"
"420","Saint-Stanislas_(Les_Chenaux)","168563","","13802","20220617095935"
"421","Saint-Prosper-de-Champlain","168566","","8054","20211212101239"
"422","Les_Sources","169300","","5188","20220306231049"
"423","Beauce-Sartigan","169404","","9242","20220731010513"
"424","Francheville_(municipalité_régionale_de_comté)","169410","","1942","20220315060029"
"425","Caniapiscau","169415","","5176","20210921114947"
"426","Sept-Rivières","169434","","4367","20220126165005"
"427","Attikameks","169737","","40014","20220709065155"
"428","Ugo_Monticone","169743","","6015","20220410190238"
"429","La_Jacques-Cartier","169744","","6697","20220306225734"
"430","André_Laurendeau","169922","","21639","20211230094509"
"431","Notre-Dame-de-Bonsecours","170201","","7727","20220102165025"
"432","Fassett","170213","","98109","20220423032747"
"433","Chénéville","170423","","16640","20220313232935"
"434","Lac-Simon_(Papineau)","170432","","13847","20211124025442"
"435","Léopold_Dion","170452","","5443","20220812101015"
"436","Société_Saint-Jean-Baptiste_de_Montréal","170794","","13213","20220418085654"
"437","Richelieu_(Québec)","170827","","13369","20220313233013"
"438","Beauharnois-Salaberry","171293","","22147","20220313233203"
"439","Les_Jardins-de-Napierville","171346","","17144","20220313233310"
"440","La_Haute-Gaspésie","171409","","6041","20220306225634"
"441","Manicouagan_(municipalité_régionale_de_comté)","171901","","5808","20220306231302"
"442","La_Haute-Côte-Nord","171910","","5324","20220814035457"
"443","Côte-Nord","171915","","19358","20220511153010"
"444","Le_Golfe-du-Saint-Laurent","171941","","8098","20210723184944"
"445","Minganie","171948","","7757","20211130034410"
"446","Bonaventure_(municipalité_régionale_de_comté)","171963","","9004","20220620213511"
"447","Saint-André-Avellin","172289","","12959","20220417172513"
"448","Rencontres_internationales_du_documentaire_de_Montréal","172394","","26787","20220610202254"
"449","Simple_Plan","172462","","46419","20220826041623"
"450","Le_Violon_rouge","172495","","8294","20220810180109"
"451","Neuville_(Québec)","173875","","11909","20220814162742"
"452","Ma_vie_en_cinémascope","173993","","7845","20220709082126"
"453","15_février_1839","174058","","4676","20220215143337"
"454","Isabelle_Legris","174307","","4691","20210326174849"
"455","Techniques_de_l'informatique","174702","","3649","20211115191714"
"456","Les_Collines-de-l'Outaouais","174747","","8216","20220306230731"
"457","La_Vallée-de-la-Gatineau","174760","","8196","20220306230125"
"458","Pontiac_(municipalité_régionale_de_comté)","174823","","14063","20220811152102"
"459","La_Vallée-de-l'Or","174847","","7819","20220306230153"
"460","Crise_d'Octobre","174851","","56333","20220819143543"
"461","Nordiques_de_Québec","174900","","80879","20220605094217"
"462","Jean-Pierre_Perreault","174943","","9883","20220810211450"
"463","Parc_Éole","174955","","3028","20220611133027"
"464","D'Autray","175749","","7461","20220306225046"
"465","Matawinie","176396","","12169","20220306231438"
